Rok produkcji,Przebieg,Pojemność silnika,Rodzaj paliwa,Cena
2018,9 500 km,2 967 cm3,Diesel,367 770 PLN 
2002,242 000 km,1 984 cm3,Benzyna,12 400 PLN 
1997,289 000 km,1 800 cm3,Benzyna+LPG,9 300 PLN 
2005,214 000 km,2 393 cm3,Benzyna+LPG,32 900 PLN 
2002,249 300 km,2 000 cm3,Benzyna,4 900 PLN 
2011,205 856 km,2 000 cm3,Diesel,41 800 PLN 
2007,241 000 km,3 000 cm3,Diesel,29 500 PLN 
2006,217 000 km,2 000 cm3,Diesel,22 800 PLN 
2007,270 039 km,2 700 cm3,Diesel,24 700 PLN 
2015,127 700 km,1 968 cm3,Diesel,99 900 PLN 
2017,59 500 km,2 967 cm3,Diesel,205 000 PLN 
2015,134 600 km,2 967 cm3,Diesel,127 900 PLN 
2017,26 000 km,1 968 cm3,Diesel,159 900 PLN 
2003,118 000 km,1 984 cm3,Benzyna,20 900 PLN 
2004,229 000 km,2 400 cm3,Benzyna,29 999 PLN 
2010,194 108 km,1 968 cm3,Diesel,36 900 PLN 
2016,51 000 km,2 000 cm3,Benzyna,169 900 PLN 
2015,81 000 km,1 984 cm3,Benzyna,129 900 PLN 
2005,286 523 km,2 400 cm3,Benzyna+LPG,30 500 PLN 
2014,78 000 km,3 000 cm3,Benzyna,108 800 PLN 
2018,10 km,2 000 cm3,Diesel,225 500 PLN 
2018,10 km,2 000 cm3,Diesel,209 900 PLN 
2018,31 km,1 968 cm3,Diesel,208 500 PLN 
2001,350 835 km,2 496 cm3,Diesel,6 000 PLN 
1998,311 900 km,2 400 cm3,Benzyna+LPG,6 200 PLN 
1999,260 673 km,2 496 cm3,Diesel,5 500 PLN 
2003,296 000 km,2 000 cm3,Benzyna,9 500 PLN 
2017,33 299 km,2 967 cm3,Diesel,204 900 PLN 
1999,236 200 km,2 496 cm3,Diesel,4 900 PLN 
2010,171 000 km,1 968 cm3,Diesel,38 900 PLN 
2011,212 000 km,2 000 cm3,Diesel,34 900 PLN 
2013,273 000 km,2 000 cm3,Diesel,61 900 PLN 
2006,269 000 km,2 997 cm3,Diesel,34 600 PLN 
2002,398 200 km,2 500 cm3,Diesel,6 500 PLN 
2003,116 000 km,1 900 cm3,Diesel,14 999 PLN 
1998,348 500 km,1 896 cm3,Diesel,7 000 PLN 
2015,40 862 km,3 000 cm3,Diesel,139 000 PLN 
2019,8 km,Diesel,164 100 PLN ,
2011,230 390 km,2 000 cm3,Diesel,34 900 PLN 
2007,320 000 km,2 967 cm3,Diesel,27 900 PLN 
1998,350 000 km,2 400 cm3,Benzyna+LPG,7 999 PLN 
2015,158 000 km,2 000 cm3,Diesel,89 999 PLN 
2015,46 011 km,2 997 cm3,Diesel,249 000 PLN 
2017,7 000 km,1 984 cm3,Benzyna,184 999 PLN 
2003,425 000 km,1 900 cm3,Diesel,5 999 PLN 
2009,187 143 km,2 698 cm3,Diesel,35 000 PLN 
2018,5 km,2 967 cm3,Diesel,309 820 PLN 
2015,136 700 km,3 000 cm3,Diesel,169 900 PLN 
2018,1 968 cm3,Diesel,224 900 PLN ,
2018,23 600 km,2 986 cm3,Diesel,299 950 PLN 
2007,353 036 km,2 698 cm3,Diesel,21 000 PLN 
2006,257 500 km,2 000 cm3,Diesel,23 500 PLN 
2014,33 480 km,1 984 cm3,Benzyna,89 900 PLN 
2005,249 000 km,2 700 cm3,Diesel,19 999 PLN 
2013,192 000 km,1 968 cm3,Diesel,59 999 PLN 
2006,200 000 km,Diesel,25 999 PLN ,
2018,4 500 km,1 998 cm3,Diesel,205 900 PLN 
2007,297 000 km,1 968 cm3,Diesel,21 900 PLN 
2014,126 000 km,2 000 cm3,Diesel,89 900 PLN 
2014,115 000 km,2 000 cm3,Diesel,92 250 PLN 
2019,9 km,3 000 cm3,Diesel,385 500 PLN 
2003,195 300 km,1 896 cm3,Diesel,15 499 PLN 
2016,49 122 km,1 968 cm3,Diesel,159 900 PLN 
2000,115 000 km,2 400 cm3,Benzyna,12 900 PLN 
2001,356 184 km,2 496 cm3,Diesel,11 500 PLN 
2017,179 228 km,1 968 cm3,Diesel,85 900 PLN 
2004,223 434 km,1 900 cm3,Diesel,14 800 PLN 
2017,13 522 km,1 998 cm3,Diesel,139 900 PLN 
2009,164 000 km,2 700 cm3,Diesel,27 000 PLN 
2018,5 km,3 000 cm3,Diesel,410 000 PLN 
2006,249 000 km,1 968 cm3,Diesel,19 990 PLN 
2007,297 000 km,3 000 cm3,Diesel,35 000 PLN 
2014,180 316 km,2 000 cm3,Diesel,79 900 PLN 
2002,270 820 km,3 000 cm3,Benzyna,13 000 PLN 
2013,178 000 km,3 000 cm3,Diesel,120 540 PLN 
2012,153 000 km,3 000 cm3,Diesel,82 990 PLN 
2008,262 000 km,2 700 cm3,Diesel,29 900 PLN 
2015,107 000 km,1 968 cm3,Diesel,119 900 PLN 
2004,264 000 km,2 500 cm3,Diesel,8 800 PLN 
2017,40 000 km,1 998 cm3,Diesel,174 900 PLN 
2016,78 330 km,2 967 cm3,Diesel,78 000 PLN 
2004,152 000 km,1 984 cm3,Benzyna,16 950 PLN 
2009,231 973 km,2 698 cm3,Diesel,37 900 PLN 
2000,235 000 km,2 393 cm3,Benzyna,9 900 PLN 
2009,240 000 km,2 700 cm3,Diesel,24 300 PLN 
2007,369 000 km,2 967 cm3,Diesel,23 500 PLN 
1998,283 000 km,1 900 cm3,Diesel,10 900 PLN 
2012,180 000 km,1 984 cm3,Benzyna,69 999 PLN 
2017,12 000 km,1 984 cm3,Benzyna,119 000 PLN 
2002,320 000 km,2 000 cm3,Benzyna+LPG,9 900 PLN 
2008,183 150 km,2 000 cm3,Diesel,26 000 PLN 
1999,337 000 km,2 730 cm3,Benzyna+LPG,6 500 PLN 
2005,216 000 km,2 400 cm3,Benzyna,19 900 PLN 
2008,266 697 km,1 996 cm3,Diesel,34 900 PLN 
2013,209 000 km,2 967 cm3,Diesel,59 777 PLN 
2009,208 000 km,3 000 cm3,Diesel,42 500 PLN 
2011,229 000 km,2 000 cm3,Diesel,37 997 PLN 
2007,189 000 km,Diesel,25 900 PLN ,
2005,298 000 km,2 700 cm3,Diesel,26 800 PLN 
2010,207 000 km,2 700 cm3,Diesel,43 900 PLN 
2007,230 000 km,2 000 cm3,Diesel,25 500 PLN 
2012,157 000 km,3 000 cm3,Diesel,79 500 PLN 
2009,217 442 km,2 700 cm3,Diesel,30 777 PLN 
2013,241 000 km,3 000 cm3,Diesel,79 990 PLN 
2002,222 000 km,2 000 cm3,Benzyna,11 900 PLN 
2013,167 000 km,2 996 cm3,Diesel,70 900 PLN 
2005,263 000 km,2 400 cm3,Benzyna,27 500 PLN 
2003,360 000 km,2 500 cm3,Diesel,8 400 PLN 
2015,200 000 km,2 967 cm3,Diesel,123 000 PLN 
2008,340 000 km,3 000 cm3,Diesel,25 999 PLN 
2012,150 000 km,2 967 cm3,Diesel,73 900 PLN 
2008,256 000 km,2 000 cm3,Benzyna+LPG,36 900 PLN 
2014,116 719 km,3 000 cm3,Diesel,112 000 PLN 
2003,192 000 km,2 000 cm3,Benzyna,16 900 PLN 
2005,215 000 km,1 968 cm3,Diesel,15 700 PLN 
2006,268 000 km,1 968 cm3,Diesel,23 500 PLN 
2012,96 000 km,3 000 cm3,Benzyna,39 000 PLN 
2009,302 500 km,2 698 cm3,Diesel,33 900 PLN 
1998,365 000 km,1 900 cm3,Diesel,6 500 PLN 
2010,177 000 km,2 000 cm3,Diesel,34 900 PLN 
2003,260 000 km,1 781 cm3,Benzyna,8 900 PLN 
1995,132 000 km,2 000 cm3,Benzyna,13 900 PLN 
2006,285 900 km,2 400 cm3,Benzyna+LPG,24 400 PLN 
2007,166 000 km,2 000 cm3,Benzyna,22 900 PLN 
2001,310 000 km,Diesel,7 900 PLN ,
2004,270 000 km,2 000 cm3,Diesel,19 500 PLN 
2003,239 500 km,2 500 cm3,Diesel,11 900 PLN 
1999,272 620 km,2 398 cm3,Benzyna,6 600 PLN 
2016,70 000 km,2 000 cm3,Diesel,123 000 PLN 
2011,336 000 km,2 967 cm3,Diesel,49 500 PLN 
2012,149 000 km,1 968 cm3,Diesel,70 000 PLN 
2007,208 000 km,2 700 cm3,Diesel,22 500 PLN 
2009,236 900 km,2 700 cm3,Diesel,31 900 PLN 
2002,277 250 km,Benzyna,9 000 PLN ,
2006,254 000 km,2 000 cm3,Diesel,26 900 PLN 
2007,263 000 km,3 000 cm3,Diesel,29 900 PLN 
2000,254 000 km,2 400 cm3,Benzyna+LPG,12 000 PLN 
1998,290 000 km,2 400 cm3,Benzyna,9 999 PLN 
2010,239 540 km,1 968 cm3,Diesel,35 999 PLN 
2006,286 000 km,2 400 cm3,Benzyna,24 650 PLN 
2005,280 000 km,2 967 cm3,Diesel,21 000 PLN 
2006,240 000 km,3 000 cm3,Diesel,26 500 PLN 
2003,264 426 km,1 800 cm3,Benzyna,7 500 PLN 
2004,252 800 km,3 000 cm3,Diesel,23 900 PLN 
2007,244 000 km,3 000 cm3,Diesel,26 900 PLN 
2005,283 000 km,2 000 cm3,Diesel,17 900 PLN 
2017,25 200 km,1 968 cm3,Diesel,159 900 PLN 
2005,222 000 km,3 132 cm3,Benzyna,28 700 PLN 
2003,280 000 km,2 400 cm3,Benzyna,12 600 PLN 
2019,9 km,1 984 cm3,Benzyna,341 500 PLN 
2002,269 000 km,2 400 cm3,Benzyna,13 300 PLN 
2006,250 000 km,2 700 cm3,Diesel,26 000 PLN 
2006,317 824 km,3 000 cm3,Diesel,26 800 PLN 
2002,139 000 km,2 400 cm3,Benzyna+LPG,14 500 PLN 
2012,189 300 km,3 000 cm3,Diesel,119 899 PLN 
2006,246 012 km,3 123 cm3,Benzyna,26 499 PLN 
2008,290 000 km,2 700 cm3,Diesel,28 500 PLN 
2007,270 713 km,2 698 cm3,Diesel,28 000 PLN 
2009,245 400 km,2 000 cm3,Diesel,42 000 PLN 
2000,233 000 km,2 393 cm3,Benzyna,6 500 PLN 
2007,191 000 km,2 700 cm3,Diesel,21 900 PLN 
2008,264 000 km,Diesel,27 500 PLN ,
2017,22 405 km,2 000 cm3,Diesel,134 070 PLN 
2005,250 000 km,2 400 cm3,Benzyna,5 555 PLN 
2005,252 000 km,2 998 cm3,Diesel,15 900 PLN 
2006,240 000 km,2 700 cm3,Diesel,26 700 PLN 
1999,345 000 km,Diesel,6 900 PLN ,
2003,302 500 km,1 998 cm3,Benzyna+LPG,12 900 PLN 
2017,33 990 km,1 968 cm3,Benzyna,174 900 PLN 
2010,165 000 km,2 000 cm3,Diesel,47 900 PLN 
2013,208 000 km,2 000 cm3,Diesel,61 900 PLN 
2015,126 000 km,3 000 cm3,Diesel,146 370 PLN 
2012,196 800 km,2 967 cm3,Diesel,75 900 PLN 
2007,209 000 km,2 000 cm3,Benzyna,24 400 PLN 
2012,259 000 km,3 000 cm3,Diesel,65 900 PLN 
2016,176 000 km,1 967 cm3,Diesel,99 999 PLN 
2005,254 000 km,2 967 cm3,Diesel,26 000 PLN 
2006,299 402 km,2 000 cm3,Diesel,19 000 PLN 
2004,25 000 km,Benzyna,38 999 PLN ,
2013,224 000 km,2 000 cm3,Diesel,59 900 PLN 
2018,4 km,1 968 cm3,Diesel,217 200 PLN 
2000,317 000 km,1 900 cm3,Diesel,5 700 PLN 
2014,185 200 km,2 000 cm3,Diesel,69 900 PLN 
2014,209 000 km,2 000 cm3,Diesel,76 900 PLN 
2014,255 800 km,1 968 cm3,Diesel,61 999 PLN 
2007,260 000 km,Benzyna,26 400 PLN ,
2008,230 000 km,2 000 cm3,Benzyna,24 000 PLN 
2016,109 000 km,1 968 cm3,Diesel,97 500 PLN 
2005,220 000 km,Diesel,29 000 PLN ,
2004,279 000 km,2 400 cm3,Benzyna+LPG,23 900 PLN 
2008,209 500 km,2 700 cm3,Diesel,26 400 PLN 
2015,80 000 km,2 000 cm3,Diesel,139 900 PLN 
2017,35 250 km,1 968 cm3,Diesel,174 900 PLN 
2018,32 230 km,2 000 cm3,Diesel,234 900 PLN 
2018,29 700 km,3 000 cm3,Diesel,299 900 PLN 
2017,51 000 km,1 968 cm3,Diesel,153 500 PLN 
2013,241 000 km,1 968 cm3,Diesel,67 500 PLN 
1999,231 589 km,2 800 cm3,Benzyna,10 900 PLN 
2009,196 944 km,2 999 cm3,Diesel,43 050 PLN 
2013,188 000 km,2 999 cm3,Diesel,58 900 PLN 
2001,333 000 km,2 496 cm3,Diesel,8 000 PLN 
2009,290 000 km,2 000 cm3,Diesel,32 900 PLN 
2001,294 000 km,1 800 cm3,Benzyna,10 600 PLN 
2005,244 532 km,2 400 cm3,Benzyna,19 950 PLN 
2005,246 149 km,2 400 cm3,Benzyna,26 900 PLN 
2011,179 000 km,3 000 cm3,Diesel,63 900 PLN 
2013,102 290 km,2 000 cm3,Benzyna,74 900 PLN 
2011,209 835 km,1 968 cm3,Diesel,49 999 PLN 
2005,208 000 km,Diesel,21 900 PLN ,
2016,149 000 km,1 968 cm3,Diesel,109 500 PLN 
2018,10 258 km,1 968 cm3,Diesel,199 900 PLN 
2014,126 409 km,2 000 cm3,Diesel,60 800 PLN 
2003,213 500 km,2 998 cm3,Benzyna,12 500 PLN 
2018,Diesel,263 973 PLN ,,
2018,2 967 cm3,Diesel,379 900 PLN ,
2004,289 000 km,3 200 cm3,Benzyna,23 900 PLN 
2015,202 340 km,1 968 cm3,Diesel,79 900 PLN 
2012,198 900 km,Diesel,65 000 PLN ,
2005,218 000 km,3 000 cm3,Diesel,23 900 PLN 
2008,240 000 km,3 000 cm3,Diesel,35 000 PLN 
2017,152 000 km,3 000 cm3,Diesel,153 900 PLN 
2013,218 000 km,2 967 cm3,Diesel,79 900 PLN 
2016,33 000 km,3 000 cm3,Diesel,179 000 PLN 
2018,1 968 cm3,Diesel,178 350 PLN ,
2009,252 000 km,2 699 cm3,Diesel,25 900 PLN 
2018,16 670 km,1 968 cm3,Diesel,139 900 PLN 
2018,21 109 km,1 968 cm3,Diesel,137 900 PLN 
2006,245 000 km,3 000 cm3,Diesel,25 900 PLN 
2006,189 000 km,3 123 cm3,Benzyna,22 900 PLN 
2012,54 687 km,3 000 cm3,Benzyna,89 900 PLN 
2012,174 000 km,1 996 cm3,Diesel,57 900 PLN 
2005,283 509 km,2 967 cm3,Diesel,22 900 PLN 
2017,9 km,1 968 cm3,Diesel,219 900 PLN 
2013,244 000 km,1 995 cm3,Diesel,64 900 PLN 
2012,106 000 km,Benzyna,105 000 PLN ,
2014,148 000 km,3 000 cm3,Benzyna,79 900 PLN 
2006,212 000 km,3 000 cm3,Diesel,24 900 PLN 
2007,272 000 km,3 000 cm3,Diesel,23 900 PLN 
2015,124 900 km,1 968 cm3,Diesel,96 900 PLN 
2006,214 000 km,3 000 cm3,Diesel,19 900 PLN 
2004,213 160 km,2 400 cm3,Benzyna,24 900 PLN 
2003,355 000 km,3 000 cm3,Benzyna,15 499 PLN 
2019,1 km,2 000 cm3,Benzyna,304 900 PLN 
2019,1 km,2 000 cm3,Benzyna,244 700 PLN 
2019,1 km,2 000 cm3,Benzyna,244 700 PLN 
2007,244 000 km,2 400 cm3,Benzyna,27 900 PLN 
2019,1 km,2 000 cm3,Benzyna,286 300 PLN 
2005,249 000 km,2 000 cm3,Diesel,18 900 PLN 
2009,154 196 km,1 984 cm3,Benzyna,37 000 PLN 
2006,252 100 km,2 700 cm3,Diesel,27 999 PLN 
2012,150 000 km,3 000 cm3,Benzyna,72 000 PLN 
2004,260 000 km,3 200 cm3,Benzyna,22 900 PLN 
2006,125 000 km,3 200 cm3,Benzyna,24 500 PLN 
2015,85 000 km,3 000 cm3,Diesel,194 900 PLN 
2011,595 000 km,2 967 cm3,Diesel,69 864 PLN 
2016,178 000 km,2 000 cm3,Diesel,88 900 PLN 
2006,233 000 km,2 393 cm3,Benzyna,26 900 PLN 
2003,289 000 km,2 500 cm3,Diesel,7 900 PLN 
2018,40 000 km,2 000 cm3,Benzyna,185 000 PLN 
2007,241 000 km,2 700 cm3,Diesel,26 900 PLN 
2019,2 967 cm3,Diesel,381 923 PLN ,
2019,1 968 cm3,Diesel,286 623 PLN ,
2019,1 968 cm3,Diesel,250 969 PLN ,
2018,Diesel,216 955 PLN ,,
2014,88 067 km,1 968 cm3,Benzyna,91 900 PLN 
2018,Diesel,212 713 PLN ,,
2018,10 km,2 967 cm3,Diesel,303 153 PLN 
2017,38 000 km,1 998 cm3,Benzyna,119 000 PLN 
2008,298 000 km,3 000 cm3,Diesel,29 900 PLN 
2006,262 700 km,3 000 cm3,Diesel,27 900 PLN 
1997,138 020 km,2 400 cm3,Benzyna,10 999 PLN 
2016,40 000 km,1 968 cm3,Diesel,129 900 PLN 
2013,226 000 km,1 968 cm3,Diesel,67 900 PLN 
2009,332 000 km,1 968 cm3,Diesel,34 999 PLN 
2016,85 315 km,2 000 cm3,Benzyna,159 900 PLN 
1997,184 000 km,2 800 cm3,Benzyna,19 900 PLN 
2007,205 000 km,3 000 cm3,Diesel,29 999 PLN 
2014,94 000 km,2 000 cm3,Diesel,80 899 PLN 
2008,244 000 km,3 000 cm3,Diesel,32 900 PLN 
2003,185 000 km,1 896 cm3,Diesel,14 990 PLN 
2008,283 000 km,2 967 cm3,Diesel,39 900 PLN 
2012,179 000 km,3 000 cm3,Diesel,89 900 PLN 
2012,268 000 km,Diesel,69 500 PLN ,
2002,168 000 km,2 000 cm3,Benzyna,11 900 PLN 
2004,198 237 km,2 400 cm3,Benzyna,23 900 PLN 
2003,191 000 km,1 896 cm3,Diesel,14 900 PLN 
2016,123 750 km,1 968 cm3,Diesel,111 000 PLN 
2000,216 000 km,2 393 cm3,Benzyna,8 900 PLN 
2004,227 000 km,2 400 cm3,Benzyna,22 900 PLN 
2013,249 000 km,2 000 cm3,Diesel,56 999 PLN 
2004,410 000 km,2 700 cm3,Diesel,18 000 PLN 
2014,160 000 km,1 968 cm3,Diesel,80 000 PLN 
2019,10 km,1 968 cm3,Diesel,178 000 PLN 
2006,135 000 km,2 394 cm3,Benzyna,27 500 PLN 
2012,214 000 km,1 968 cm3,Diesel,69 900 PLN 
2005,181 000 km,2 689 cm3,Diesel,21 900 PLN 
2019,50 km,1 984 cm3,Benzyna,239 900 PLN 
2018,1 km,1 968 cm3,Diesel,236 000 PLN 
2007,270 000 km,2 700 cm3,Diesel,24 900 PLN 
2018,130 000 km,2 000 cm3,Diesel,143 000 PLN 
2005,242 000 km,2 400 cm3,Benzyna,20 500 PLN 
1999,229 355 km,2 500 cm3,Diesel,11 990 PLN 
2004,216 634 km,1 900 cm3,Diesel,12 990 PLN 
2017,115 000 km,2 000 cm3,Diesel,129 600 PLN 
2005,299 000 km,3 000 cm3,Diesel,24 500 PLN 
2012,225 000 km,3 000 cm3,Diesel,54 800 PLN 
2005,251 000 km,3 000 cm3,Diesel,23 900 PLN 
2004,261 000 km,2 393 cm3,Benzyna+LPG,24 500 PLN 
2005,220 000 km,3 000 cm3,Diesel,21 000 PLN 
2012,240 000 km,Diesel,58 000 PLN ,
2007,252 000 km,1 984 cm3,Benzyna,31 900 PLN 
2012,203 000 km,2 967 cm3,Diesel,69 700 PLN 
2011,282 000 km,1 968 cm3,Diesel,53 900 PLN 
2018,52 270 km,2 000 cm3,Diesel,170 000 PLN 
2008,162 487 km,2 000 cm3,Diesel,28 500 PLN 
2015,130 000 km,1 968 cm3,Diesel,77 700 PLN 
2000,280 000 km,2 496 cm3,Diesel,5 500 PLN 
2014,58 700 km,1 998 cm3,Diesel,96 500 PLN 
2005,262 000 km,2 000 cm3,Diesel,23 600 PLN 
2016,169 000 km,1 968 cm3,Diesel,99 900 PLN 
2004,200 000 km,2 500 cm3,Diesel,4 500 PLN 
2006,235 000 km,Diesel,18 400 PLN ,
2005,208 123 km,3 123 cm3,Benzyna,24 999 PLN 
2013,228 000 km,2 000 cm3,Diesel,65 900 PLN 
2007,348 000 km,2 000 cm3,Diesel,21 900 PLN 
2016,121 000 km,2 967 cm3,Diesel,189 900 PLN 
2010,162 000 km,2 700 cm3,Diesel,43 900 PLN 
2012,176 800 km,1 987 cm3,Diesel,58 700 PLN 
2017,40 971 km,1 968 cm3,Diesel,164 900 PLN 
2007,321 600 km,3 000 cm3,Diesel,38 500 PLN 
2015,106 300 km,1 968 cm3,Diesel,99 000 PLN 
2005,255 000 km,2 000 cm3,Diesel,22 500 PLN 
2015,115 107 km,2 986 cm3,Diesel,149 900 PLN 
2014,150 000 km,1 968 cm3,Diesel,68 000 PLN 
2006,238 600 km,2 000 cm3,Diesel,23 900 PLN 
2000,283 000 km,2 500 cm3,Diesel,7 900 PLN 
2012,163 066 km,1 968 cm3,Diesel,73 000 PLN 
2013,92 000 km,2 967 cm3,Diesel,84 900 PLN 
2006,230 500 km,1 798 cm3,Diesel,22 000 PLN 
2012,193 500 km,2 967 cm3,Diesel,94 900 PLN 
2013,214 405 km,1 968 cm3,Diesel,68 900 PLN 
2006,174 000 km,2 000 cm3,Benzyna,22 900 PLN 
2001,164 000 km,2 395 cm3,Benzyna,15 800 PLN 
2016,2 016 km,1 984 cm3,Benzyna,210 215 PLN 
2000,440 000 km,2 800 cm3,Benzyna+LPG,5 200 PLN 
2015,78 847 km,2 967 cm3,Diesel,216 063 PLN 
2012,196 000 km,3 000 cm3,Diesel,83 000 PLN 
2015,167 000 km,2 000 cm3,Diesel,85 000 PLN 
2016,48 670 km,2 995 cm3,Benzyna,129 800 PLN 
2015,144 000 km,2 967 cm3,Diesel,140 000 PLN 
2006,225 300 km,1 998 cm3,Diesel,22 500 PLN 
2005,208 400 km,2 393 cm3,Benzyna,23 999 PLN 
2007,317 000 km,2 967 cm3,Diesel,27 900 PLN 
2007,240 000 km,2 967 cm3,Diesel,27 060 PLN 
2019,5 km,2 967 cm3,Diesel,323 982 PLN 
2007,268 000 km,2 700 cm3,Diesel,24 900 PLN 
2000,218 000 km,2 771 cm3,Benzyna,12 800 PLN 
2010,169 000 km,2 000 cm3,Diesel,35 900 PLN 
2018,Diesel,350 384 PLN ,,
2018,35 670 km,1 968 cm3,Diesel,119 238 PLN 
2011,200 000 km,1 968 cm3,Diesel,49 800 PLN 
2005,221 533 km,2 400 cm3,Benzyna,22 500 PLN 
1997,276 000 km,1 800 cm3,Benzyna+LPG,8 600 PLN 
2004,173 041 km,2 967 cm3,Diesel,23 700 PLN 
2011,170 000 km,2 000 cm3,Diesel,37 800 PLN 
2011,67 300 km,2 000 cm3,Diesel,68 888 PLN 
2006,230 000 km,2 400 cm3,Benzyna+LPG,25 000 PLN 
2016,123 096 km,1 968 cm3,Diesel,118 395 PLN 
2012,293 000 km,1 968 cm3,Diesel,57 299 PLN 
2002,235 000 km,4 200 cm3,Benzyna,22 900 PLN 
2014,159 000 km,2 000 cm3,Diesel,84 900 PLN 
2012,141 000 km,2 967 cm3,Diesel,83 000 PLN 
2006,270 000 km,Diesel,15 999 PLN ,
2015,80 000 km,1 968 cm3,Diesel,125 000 PLN 
2001,236 000 km,1 781 cm3,Benzyna,9 400 PLN 
2019,5 km,1 968 cm3,Diesel,"159 461,2 PLN "
2007,162 000 km,2 967 cm3,Diesel,34 000 PLN 
2008,198 000 km,2 698 cm3,Diesel,25 000 PLN 
2011,239 000 km,1 968 cm3,Diesel,37 999 PLN 
2018,8 900 km,2 000 cm3,Benzyna,148 900 PLN 
2006,214 225 km,2 967 cm3,Diesel,29 000 PLN 
2000,290 000 km,2 400 cm3,Benzyna+LPG,9 900 PLN 
2004,285 000 km,2 967 cm3,Diesel,24 900 PLN 
2008,209 000 km,2 000 cm3,Diesel,29 900 PLN 
2000,331 000 km,Benzyna+LPG,14 900 PLN ,
2018,7 000 km,1 996 cm3,Diesel,274 894 PLN 
2009,232 534 km,2 000 cm3,Diesel,41 900 PLN 
2013,163 000 km,1 999 cm3,Diesel,62 900 PLN 
2019,5 km,2 967 cm3,Diesel,378 998 PLN 
2019,1 km,1 997 cm3,Diesel,159 999 PLN 
2016,42 086 km,1 968 cm3,Diesel,149 900 PLN 
2010,143 000 km,1 968 cm3,Diesel,45 900 PLN 
2019,5 km,1 984 cm3,Benzyna,308 361 PLN 
2012,116 000 km,1 984 cm3,Hybryda,79 900 PLN 
2006,279 000 km,2 000 cm3,Benzyna,19 900 PLN 
2018,10 km,1 968 cm3,Diesel,224 000 PLN 
2009,184 520 km,2 700 cm3,Diesel,40 900 PLN 
2005,260 000 km,2 700 cm3,Diesel,23 000 PLN 
2007,280 000 km,2 698 cm3,Diesel,26 999 PLN 
2003,262 000 km,2 393 cm3,Benzyna+LPG,12 900 PLN 
2006,290 000 km,2 698 cm3,Diesel,24 500 PLN 
2012,116 786 km,1 984 cm3,Hybryda,74 900 PLN 
2007,280 000 km,3 000 cm3,Diesel,21 900 PLN 
2001,200 000 km,2 800 cm3,Benzyna,9 900 PLN 
2008,156 514 km,2 995 cm3,Diesel,27 999 PLN 
2004,204 203 km,Benzyna,24 000 PLN ,
2011,308 000 km,2 967 cm3,Diesel,58 900 PLN 
2019,5 km,1 968 cm3,Diesel,320 169 PLN 
2005,272 000 km,3 000 cm3,Diesel,24 000 PLN 
2002,392 000 km,1 896 cm3,Diesel,11 111 PLN 
2009,332 200 km,2 698 cm3,Diesel,35 900 PLN 
2003,268 000 km,1 800 cm3,Benzyna,14 750 PLN 
2009,162 000 km,1 968 cm3,Diesel,46 000 PLN 
2007,230 000 km,2 000 cm3,Benzyna,24 500 PLN 
2002,305 000 km,1 896 cm3,Diesel,9 500 PLN 
2001,272 000 km,2 500 cm3,Diesel,6 000 PLN 
2005,339 000 km,2 000 cm3,Diesel,24 700 PLN 
2012,220 000 km,2 000 cm3,Diesel,61 000 PLN 
2010,157 000 km,2 000 cm3,Diesel,45 500 PLN 
2005,323 000 km,2 000 cm3,Diesel,18 500 PLN 
2005,234 159 km,2 400 cm3,Benzyna,25 900 PLN 
2013,162 000 km,1 987 cm3,Diesel,70 000 PLN 
2019,5 km,1 984 cm3,Benzyna,302 473 PLN 
2007,299 000 km,2 700 cm3,Diesel,19 900 PLN 
2007,276 350 km,2 000 cm3,Diesel,23 500 PLN 
2000,310 000 km,2 800 cm3,Benzyna+LPG,8 000 PLN 
2001,249 000 km,2 400 cm3,Benzyna,12 900 PLN 
2017,43 001 km,2 967 cm3,Diesel,206 900 PLN 
2002,228 300 km,2 400 cm3,Benzyna,10 900 PLN 
2019,10 km,1 968 cm3,Diesel,196 677 PLN 
2018,5 000 km,1 968 cm3,Diesel,215 000 PLN 
1999,287 000 km,2 496 cm3,Diesel,6 900 PLN 
2006,263 000 km,1 984 cm3,Benzyna,18 900 PLN 
2006,120 832 km,1 984 cm3,Benzyna,25 500 PLN 
2016,40 754 km,2 000 cm3,Benzyna,99 900 PLN 
2003,306 000 km,2 500 cm3,Diesel,8 400 PLN 
2017,8 155 km,2 000 cm3,Diesel,144 525 PLN 
2019,5 km,1 968 cm3,Diesel,283 113 PLN 
2012,154 500 km,2 000 cm3,Benzyna,69 900 PLN 
2001,252 000 km,1 895 cm3,Diesel,8 900 PLN 
2002,220 930 km,2 400 cm3,Benzyna,6 400 PLN 
2007,209 000 km,2 000 cm3,Diesel,26 300 PLN 
2006,290 000 km,2 698 cm3,Diesel,27 500 PLN 
1999,150 880 km,2 400 cm3,Benzyna,12 500 PLN 
2007,105 892 km,2 000 cm3,Diesel,5 800 PLN 
2005,230 000 km,Diesel,26 800 PLN ,
2019,10 km,1 968 cm3,Diesel,184 377 PLN 
2019,5 km,1 984 cm3,Benzyna,289 575 PLN 
2005,234 214 km,1 968 cm3,Diesel,19 900 PLN 
2007,217 400 km,2 987 cm3,Diesel,22 900 PLN 
2004,277 000 km,3 000 cm3,Diesel,18 499 PLN 
2004,444 000 km,1 986 cm3,Diesel,11 900 PLN 
